trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay,freq,condition,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.043133100029081106,,0.0327054001390934,0.043133100029081106,1.0150852999649942,1.0150852999649942,1.047994100023061,15.93514660000801,space,14.786534699844196,None,15.937020000070333,16.04279776668797,16.375402700155973,16.336367400130257,16.33641320001334,16.375402700155973,16.375402700155973,16.375402700155973,,,,,,,,
