trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay,freq,condition,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.028126600198447704,,0.022227800218388438,0.028126600198447704,1.001128900097683,1.001128900097683,1.034498400054872,3.1947094001807272,space,2.1241504999343306,None,3.196488100104034,3.9000673667217294,4.219769400078803,4.196522900136188,4.196557600051165,4.219769400078803,4.219769400078803,4.219769400078803,,,,,,,,
