delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,1000,exp,0,0,0,10,0.049577799858525395,,0.0356885998044163,0.049577799858525395,1.0068361999001354,1.0068361999001354,1.0572322998195887,2.3400706998072565,space,1.3285179000813514,None,2.3417776999995112,2.7514101665622244,3.024136299965903,3.024165599839762,3.0629339998122305,3.0629339998122305,3.0629339998122305,17.082062899833545,300,1,[14.055642399936914],[14.055650499882177],,132495,001,2024-11-08_12h32.37.887,untitled,2024.1.5,None,2024-11-08 12h32.45.570462 +0530,
0.7,1000,exp,0,1,1,5,17.097202999982983,,17.083304499974474,17.097202999982983,18.096786699956283,18.096786699956283,18.096786699956283,21.230623099952936,space,3.129003500100225,None,21.231243399903178,21.945478266632804,22.24496139981784,22.24499909998849,22.268628499936312,22.268628499936312,22.268628499936312,32.85986529989168,350,1,[10.612302999943495],[10.612340900115669],22.268628499936312,132495,001,2024-11-08_12h32.37.887,untitled,2024.1.5,None,2024-11-08 12h32.45.570462 +0530,
0.1,1000,exp,0,2,2,6,32.8746723998338,,32.86144529981539,32.8746723998338,33.87430329993367,33.87430329993367,33.87430329993367,34.292756399838254,space,0.40872319997288287,None,34.29336469992995,34.40770986659142,34.70471749990247,34.70475579984486,34.72312289988622,34.72312289988622,34.72312289988622,38.59131419984624,400,1,[3.8839963998179883],[3.8840097999200225],34.72312289988622,132495,001,2024-11-08_12h32.37.887,untitled,2024.1.5,None,2024-11-08 12h32.45.570462 +0530,
,,,,,,,38.60612859996036,,38.592421599896625,38.60612859996036,39.6057923999615,39.6057923999615,39.6057923999615,40.540433699963614,space,0.9293059001211077,None,40.541107799857855,40.95523156650985,41.25481179985218,41.25485009979457,41.27448059991002,41.27448059991002,41.27448059991002,,,,,,41.27448059991002,,,,,,,,
