Study_word,test_word,References,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Chart,,,,0,12,12,6,,,,,21.544688099995255,,21.502544599818066,21.544688099995255,21.544688099995255,23.098967499798164,1.7333333333333334,1.5667417999356985,,,,,,,,,,,,,,,391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
Police,,,,0,13,13,12,,,,,23.127343399915844,,23.09935889998451,23.127343399915844,23.127343399915844,24.9010210998822,3.677777777777778,1.760832899948582,,,,,,,,,,,,,,,391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
Poster,,,,0,14,14,14,,,,,24.926645299885422,,24.901771100005135,24.926645299885422,24.926645299885422,26.830294899875298,1.0,1.9026693000923842,,,,,,,,,,,,,,,391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,c_s_,Case,old,,,,,0,0,0,5,26.85957229998894,,,,,,,,26.83714840002358,26.85957229998894,26.85957229998894,26.85957229998894,0.010330900084227324,32.326474600005895,case,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[5.485173800028861],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,l_pt_p,Laptop,old,,,,,0,1,1,0,32.34201929997653,,,,,,,,32.32775179995224,32.34201929997653,32.34201929997653,32.34201929997653,0.0028535001911222935,35.47607239987701,laptop,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[3.145073299994692],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_ou_se,mouse,old,,,,,0,2,2,3,35.491036699851975,,,,,,,,35.47673989995383,35.491036699851975,35.491036699851975,35.491036699851975,0.002892300020903349,41.92388699995354,mouse,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[6.443513700040057],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,c_s_io_,Cushion,old,,,,,0,3,3,14,41.955166899831966,,,,,,,,41.92497429996729,41.955166899831966,41.955166899831966,41.955166899831966,0.004818100016564131,46.18940659984946,cushion,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[4.258903499925509],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_o_rd,Board,old,,,,,0,4,4,10,46.22028449992649,,,,,,,,46.190273699816316,46.22028449992649,46.22028449992649,46.22028449992649,0.0035115000791847706,49.1042001999449,board,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.9099457999691367],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,P_as_tr_,Pastry,old,,,,,0,5,5,4,49.134985599899665,,,,,,,,49.105093099875376,49.134985599899665,49.134985599899665,49.134985599899665,0.003521899925544858,57.23513579997234,pastry,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[8.12620129995048],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,P_st_r,Poster,old,,,,,0,6,6,9,57.25035969982855,,,,,,,,57.23577849986032,57.25035969982855,57.25035969982855,57.25035969982855,0.002278300002217293,61.6171593000181,poster,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[4.378345599863678],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,T_hi_t,Tshirt,old,,,,,0,7,7,2,61.64839420001954,,,,,,,,61.61821200000122,61.64839420001954,61.64839420001954,61.64839420001954,0.0036750000435858965,64.61531199980527,tshirt,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.9930392000824213],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,c_m_ra,Camera,new,,,,,0,8,8,19,64.63128939992748,,,,,,,,64.61602779990062,64.63128939992748,64.63128939992748,64.63128939992748,0.0031260999385267496,67.93158719991334,camera,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[3.3118405998684466],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,ta_l_,Table,new,,,,,0,9,9,15,67.9621363999322,,,,,,,,67.93265450000763,67.9621363999322,67.9621363999322,67.9621363999322,0.003968799952417612,71.4315199998673,table,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[3.4940587000455707],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_ho_e,Phone,old,,,,,0,10,10,12,71.46202119998634,,,,,,,,71.43272809986956,71.46202119998634,71.46202119998634,71.46202119998634,0.004612900083884597,74.214009599993,shoes,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.7760183000937104],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_ha_t,Chart,old,,,,,0,11,11,1,74.24352559982799,,,,,,,,74.21488139987923,74.24352559982799,74.24352559982799,74.24352559982799,0.003717700019478798,76.77893219981343,chart,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.5595293000806123],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,K_y_,Keys,old,,,,,0,12,12,8,76.80984909995459,,,,,,,,76.77991569996811,76.80984909995459,76.80984909995459,76.80984909995459,0.0035749999806284904,82.52713349997066,keys,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[5.742655099835247],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,v_s_,Vase,new,,,,,0,13,13,17,82.55725449998863,,,,,,,,82.52834249986336,82.55725449998863,82.55725449998863,82.55725449998863,0.006554000079631805,85.54324279981665,vase,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[3.0072842999361455],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_ru_is_,Cruise,old,,,,,0,14,14,6,85.57314849994145,,,,,,,,85.54447929980233,85.57314849994145,85.57314849994145,85.57314849994145,0.005029299994930625,88.50885259988718,cruise,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.958695499924943],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,P_li_e,Police,old,,,,,0,15,15,7,88.54178499989212,,,,,,,,88.50995789980516,88.54178499989212,88.54178499989212,88.54178499989212,0.00388510012999177,91.24208899983205,police,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.727449300000444],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_oo_,Book,old,,,,,0,16,16,13,91.27143089985475,,,,,,,,91.24328349996358,91.27143089985475,91.27143089985475,91.27143089985475,0.004320200067013502,93.65636229980737,book,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.4079299001023173],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,bo_t_e,Bottle,new,,,,,0,17,17,18,93.68670989992097,,,,,,,,93.65738709992729,93.68670989992097,93.68670989992097,93.68670989992097,0.003303400008007884,97.53961769980378,bottle,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[3.877927999943495],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,p_nc_l,Pencil,new,,,,,0,18,18,16,97.56930690002628,,,,,,,,97.54088360001333,97.56930690002628,97.56930690002628,97.56930690002628,0.004809199832379818,102.00282369996421,pencil,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[4.4566640998236835],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
,_a_bl_,Marble,old,,,,,0,19,19,11,102.01833939994685,,,,,,,,102.00382389989682,102.01833939994685,102.01833939994685,102.01833939994685,0.0033677001483738422,104.88688699994236,table,[-0.03194444444444444],[-0.2902777777777778],[1],[0],[0],[2.8786555998958647],['text_3'],391550,001,2024-11-07_16h17.32.397,word_primimg,2024.1.5,None,2024-11-07 16h17.40.296953 +0530,
