Study_word,test_word,References,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,c_s_,Case,old,,,,,0,6,6,5,63.1607871002052,,,,,,,,63.13073980016634,63.1607871002052,63.1607871002052,63.1607871002052,0.0035321000032126904,65.72995100007392,case,[0.06666666666666667],[-0.29583333333333334],[1],[0],[0],[2.5949204000644386],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,l_pt_p,Laptop,old,,,,,0,7,7,0,65.76045739999972,,,,,,,,65.73086920008063,65.76045739999972,65.76045739999972,65.76045739999972,0.003471299773082137,70.1774850001093,laptop,[0.06666666666666667],[-0.29583333333333334],[1],[0],[0],[4.442841499811038],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,p_nc_l,Pencil,new,,,,,0,8,8,16,70.19243140006438,,,,,,,,70.17827200004831,70.19243140006438,70.19243140006438,70.19243140006438,0.0026404999662190676,74.56078719999641,pencil,[0.06666666666666667],[-0.29583333333333334],[1],[0],[0],[4.379247199976817],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,_ru_is_,Cruise,old,,,,,0,9,9,6,74.59045920008793,,,,,,,,74.5619156002067,74.59045920008793,74.59045920008793,74.59045920008793,0.004578100051730871,80.75851100008003,cruise,"[0.006944444444444444, -0.011111111111111112]","[-0.2638888888888889, -0.28888888888888886]","[1, 1]","[0, 0]","[0, 0]","[5.02408630005084, 6.191013099858537]",['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,c_s_io_,Cushion,old,,,,,0,10,10,14,80.78871410014108,,,,,,,,80.7598003000021,80.78871410014108,80.78871410014108,80.78871410014108,0.005406599957495928,89.60513030015863,cushion,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[8.839021999854594],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,v_s_,Vase,new,,,,,0,11,11,17,89.63546520005912,,,,,,,,89.60625980002806,89.63546520005912,89.63546520005912,89.63546520005912,0.006385500077158213,93.13614680012688,vase,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[3.5231778000015765],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,K_y_,Keys,old,,,,,0,12,12,8,93.1513301001396,,,,,,,,93.13676620018668,93.1513301001396,93.1513301001396,93.1513301001396,0.0021310998126864433,96.23635590006597,keys,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[3.0965656999032944],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,P_as_tr_,Pastry,old,,,,,0,13,13,4,96.26702900021337,,,,,,,,96.23757090000436,96.26702900021337,96.26702900021337,96.26702900021337,0.004813899984583259,106.24773770011961,pastry,[],[],[],[],[],[],[],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,bo_t_e,Bottle,new,,,,,0,14,14,18,106.26398460008204,,,,,,,,106.24870160012506,106.26398460008204,106.26398460008204,106.26398460008204,0.01409330009482801,106.41629470000044,,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[0.16403410001657903],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,_oo_,Book,old,,,,,0,15,15,13,106.4459674002137,,,,,,,,106.41722710011527,106.4459674002137,106.4459674002137,106.4459674002137,0.0040563999209553,110.11423810012639,book,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[3.692202800186351],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,_ho_e,Phone,old,,,,,0,16,16,12,110.14530570013449,,,,,,,,110.11522240005434,110.14530570013449,110.14530570013449,110.14530570013449,0.003533800132572651,113.4641954000108,shoes,[-0.018055555555555554],[-0.30972222222222223],[1],[0],[0],[3.344432800076902],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,_ou_se,mouse,old,,,,,0,17,17,3,113.49404770019464,,,,,,,,113.46558380010538,113.49404770019464,113.49404770019464,113.49404770019464,0.005400900030508637,123.47543700016104,house,[],[],[],[],[],[],[],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,P_li_e,Police,old,,,,,0,18,18,7,123.50728510017507,,,,,,,,123.47664640005678,123.50728510017507,123.50728510017507,123.50728510017507,0.016117899911478162,127.47483620001003,police,[-0.006944444444444444],[-0.29305555555555557],[1],[0],[0],[3.9928252000827342],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
,c_m_ra,Camera,new,,,,,0,19,19,19,127.48975470010191,,,,,,,,127.47543710004538,127.48975470010191,127.48975470010191,127.48975470010191,0.002493100007995963,130.723551500123,camera,[-0.006944444444444444],[-0.29305555555555557],[1],[0],[0],[3.2447728000115603],['text_3'],762814,001,2024-11-07_16h14.59.676,word_primimg,2024.1.5,None,2024-11-07 16h15.08.498413 +0530,
