trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Study_word,thisRow.t,notes,trial.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,0.18799530000251252,,0.03463329999067355,0.18799530000251252,0.18799530000251252,8.19781189999776,,,,,,,,
