pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,,,,,2,1,9,2,165.4967882001074,,165.48118730005808,165.4967882001074,166.48049860005267,166.48049860005267,166.48049860005267,166.48049860005267,166.49423550011124,167.49350050010253,167.49350050010253,168.82835390011314,c,1,1.3276010000845417,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-50,x,,,,,2,2,10,0,168.84575550002046,,168.8296559000155,168.84575550002046,169.82924470002763,169.82924470002763,169.82924470002763,169.82924470002763,169.84280430001672,170.84239210002124,170.84239210002124,171.51017790008336,x,1,0.6643408999079838,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
50,c,,,,,2,3,11,2,171.52843700000085,,171.51158340007532,171.52843700000085,172.5114075000165,172.5114075000165,172.5114075000165,172.5114075000165,172.52516200009268,173.52527440001722,173.52527440001722,174.17656660010107,c,1,0.6370014999993145,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-150,z,,,,,3,0,12,3,174.194240400102,,174.17828010011,174.194240400102,175.17799540003762,175.17799540003762,175.17799540003762,175.17799540003762,175.19111930008512,176.19038340006955,176.19038340006955,177.00852390006185,z,1,0.8076498000882566,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-150,z,,,,,3,1,13,3,177.0261919000186,,177.00988980010152,177.0261919000186,178.00933040003292,178.00933040003292,178.00933040003292,178.00933040003292,178.02356310002506,179.02296100009698,179.02296100009698,179.74140990001615,z,1,0.708571600029245,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-150,z,,,,,3,2,14,3,179.75913740007672,,179.74304540001322,179.75913740007672,180.74277850007638,180.74277850007638,180.74277850007638,180.74277850007638,180.7558382001007,181.75549650005996,181.75549650005996,182.2567091000965,z,1,0.49286719993688166,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-150,z,,,,,3,3,15,3,182.2754476000555,,182.25876300001983,182.2754476000555,183.2616145000793,183.2616145000793,183.2616145000793,183.2616145000793,183.2733974000439,184.2713188000489,184.2713188000489,184.8724925001152,z,1,0.5862160000251606,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-50,x,,,,,4,0,16,0,184.8904152000323,,184.87427620007657,184.8904152000323,185.87600790010765,185.87600790010765,185.87600790010765,185.87600790010765,185.88759670010768,186.8868520000251,186.8868520000251,187.62160830001812,x,1,0.7206644000252709,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
50,c,,,,,4,1,17,2,187.63937600003555,,187.62294640007894,187.63937600003555,188.6232834000839,188.6232834000839,188.6232834000839,188.6232834000839,188.63674940005876,189.63584750005975,189.63584750005975,190.32101130008232,c,1,0.673685000045225,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
50,c,,,,,4,2,18,2,190.3386003000196,,190.32251030008774,190.3386003000196,191.32201950007584,191.32201950007584,191.32201950007584,191.32201950007584,191.33564699999988,192.33506030007266,192.33506030007266,193.02070660004392,c,1,0.6811041000764817,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
150,v,,,,,4,3,19,1,193.0375557000516,,193.0223224000074,193.0375557000516,194.02094440010842,194.02094440010842,194.02094440010842,194.02094440010842,194.03460120002273,195.03409100009594,195.03409100009594,195.7687649000436,v,1,0.7315751999849454,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
-50,x,,,,,5,0,20,0,195.78671600006055,,195.77039140008856,195.78671600006055,196.77092510007787,196.77092510007787,196.77092510007787,196.77092510007787,196.78382220002823,197.7834779000841,197.7834779000841,198.53553720004857,x,1,0.7474497000221163,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
50,c,,,,,5,1,21,2,198.55216040008236,,198.53692300000694,198.55216040008236,199.53598320006859,199.53598320006859,199.53598320006859,199.53598320006859,199.54919360007625,200.5488310001092,200.5488310001092,201.25024340010714,c,1,0.695901499944739,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
50,c,,,,,5,2,22,2,201.26834210008383,,201.2517728001112,201.26834210008383,202.25163410010282,202.25163410010282,202.25163410010282,202.25163410010282,202.2652015000349,203.26501480001025,203.26501480001025,204.21706690010615,c,1,0.9498222999973223,None,640359,001,2024-10-11_12h17.30.967,motor sequence learning,2024.1.5,None,2024-10-11 12h17.43.770469 +0530,
