key_resp.corr,key_resp.rt,,seqRT,ranRT,,,,,
1,0.39936,,0.39936,0.4126714,,,,,
1,0.4301276,,0.4301276,0.9152458,,,,,
1,0.2566022,,0.2566022,0.8965329,,,,,
1,1.3836198,,1.3836198,0.8951382,,,,,
1,0.6078913,,0.6078913,2.5453298,,,,,
1,0.3709047,,0.3709047,0.7786124,,,,,
1,0.2415476,,0.2415476,0.7589492,,,,,
1,0.6703041,,0.6703041,0.8558848,,,,,
1,0.1996736,,0.1996736,0.5314115,,,,,
1,0.3079503,,0.3079503,0.8942228,,,,,
1,0.3324321,,0.3324321,0.6376647,,,,,
1,1.0848448,,1.0848448,0.5414327,,,,,
1,0.3615459,,0.3615459,0.6763633,,,,,
1,1.357615,,1.357615,0.7055894,,,,,
1,0.7863661,,0.7863661,0.5736443,,,,,
1,0.2909317,,0.2909317,0.6735926,,,,,
1,0.8753265,,0.8753265,1.0383658,,,,,
1,0.9606943,,0.9606943,0.6147323,,,,,
1,0.6680506,,0.6680506,0.6667591,,,,,
1,0.4194309,,0.4194309,2.2750607,,,,,
1,0.8941213,,0.8941213,5.6304671,,,,,
1,0.4535432,,0.4535432,0.9715827,,,,,
1,1.0995514,,1.0995514,0.9122157,,,,,
1,0.4293565,,0.4293565,0.991616,,,,,
1,0.7455102,,0.7455102,0.6905237,,,,,
1,0.2516299,,0.2516299,1.0481773,,,,,
1,1.5124309,,1.5124309,0.8380114,,,,,
1,0.6301597,,0.6301597,0.682265,,,,,
1,0.7957531,,0.7957531,0.6624284,,,,,
1,0.2865926,,0.2865926,1.0530859,,,,,
0,0.444847,,0.444847,0.6798658,,,,,
0,0.2009485,,,,,,,,
1,0.7977455,,,,,,,,
1,0.5826308,,,,,,,,
1,0.5588314,,,,,,,,
1,1.037939,,,,,,,,
1,0.6883471,,,,,,,,
1,0.648722,,,,,,,,
1,0.8068705,,,,,,,,
1,0.6610364,,,,,,,,
1,0.6429678,,,,,,,,
1,0.3775179,,,,,,,,
1,0.3744908,,,,,,,,
1,0.7355933,,,,,,,,
1,0.6006131,,,,,,,,
1,0.8435367,,,,,,,,
1,0.8442975,,,,,,,,
1,0.6600629,,,,,,,,
1,0.8015894,,,,,,,,
1,2.292274,,,,,,,,
1,0.8326696,,,,,,,,
1,0.7382367,,,,,,,,
1,0.7120265,,,,,,,,
1,0.5510119,,,,,,,,
1,0.8043862,,,,,,,,
1,0.730017,,,,,,,,
1,0.6623015,,,,,,,,
1,1.7122381,,,,,,,,
1,1.300238,,,,,,,,
1,0.9083601,,,,,,,,
1,0.4762295,,,,,,,,
1,1.1913712,,,,,,,,
1,0.5202713,,,,,,,,
1,1.0500883,,,,,,,,
1,0.4460456,,,,,,,,
0,0.8597577,,,,,,,,
1,0.64421,,,,,,,,
1,0.6487093,,,,,,,,
1,1.8551454,,,,,,,,
1,0.9830526,,,,,,,,
1,0.6643375,,,,,,,,
1,1.0670304,,,,,,,,
1,1.1873183,,,,,,,,
1,0.797557,,,,,,,,
1,0.7416253,,,,,,,,
1,0.6676057,,,,,,,,
1,0.5919556,,,,,,,,
1,0.677399,,,,,,,,
1,0.7536011,,,,,,,,
1,1.5042701,,,,,,,,
1,0.7339313,,,,,,,,
1,0.557929,,,,,,,,
1,0.4759623,,,,,,,,
1,0.8709376,,,,,,,,
1,0.8071836,,,,,,,,
1,0.4013301,,,,,,,,
1,0.5995718,,,,,,,,
1,0.738921,,,,,,,,
1,0.7564754,,,,,,,,
1,0.6839561,,,,,,,,
1,1.1776399,,,,,,,,
1,1.758696,,,,,,,,
1,2.229833,,,,,,,,
1,0.7617712,,,,,,,,
1,0.7489984,,,,,,,,
1,0.6104658,,,,,,,,
1,1.0053675,,,,,,,,
1,0.7693474,,,,,,,,
1,1.2901529,,,,,,,,
1,0.9484841,,,,,,,,
1,0.6241661,,,,,,,,
1,0.7652559,,,,,,,,
1,0.4377529,,,,,,,,
1,0.5492237,,,,,,,,
1,0.3797434,,,,,,,,
1,0.4102857,,,,,,,,
1,0.6092828,,,,,,,,
1,0.6188278,,,,,,,,
1,0.4180979,,,,,,,,
1,0.4253978,,,,,,,,
1,0.3813909,,,,,,,,
1,0.4518638,,,,,,,,
1,0.613057,,,,,,,,
1,0.3853323,,,,,,,,
1,0.711427,,,,,,,,
1,0.4984089,,,,,,,,
1,0.8382246,,,,,,,,
1,0.4776327,,,,,,,,
1,0.6107795,,,,,,,,
1,0.5733389,,,,,,,,
1,1.2583586,,,,,,,,
1,0.544014,,,,,,,,
1,0.5596534,,,,,,,,
1,0.7768852,,,,,,,,
1,1.0074323,,,,,,,,
1,0.7880628,,,,,,,,
1,0.9671454,,,,,,,,
1,0.7327361,,,,,,,,
1,0.6987242,,,,,,,,
1,0.6125877,,,,,,,,
1,0.7585125,,,,,,,,
1,0.7115032,,,,,,,,
1,1.3227779,,,,,,,,
1,0.7189405,,,,,,,,
1,0.9277266,,,,,,,,
1,0.8077297,,,,,,,,
1,2.5857638,,,,,,,,
1,0.7058803,,,,,,,,
1,0.8173814,,,,,,,,
1,0.3879592,,,,,,,,
1,1.0908761,,,,,,,,
1,0.7699825,,,,,,,,
1,0.6654451,,,,,,,,
1,0.8019133,,,,,,,,
1,1.1643947,,,,,,,,
1,0.71564,,,,,,,,
1,1.4204764,,,,,,,,
1,0.5824905,,,,,,,,
1,0.8228833,,,,,,,,
1,0.7680335,,,,,,,,
1,0.7836122,,,,,,,,
1,0.6592403,,,,,,,,
1,0.6666789,,,,,,,,
1,1.0222941,,,,,,,,
1,0.7079667,,,,,,,,
1,1.1790953,,,,,,,,
1,0.7843807,,,,,,,,
1,0.6887895,,,,,,,,
1,0.6989549,,,,,,,,
1,0.8703285,,,,,,,,
1,0.566389,,,,,,,,
1,0.4652901,,,,,,,,
1,0.6211187,,,,,,,,
1,0.6368735,,,,,,,,
1,0.5618155,,,,,,,,
1,0.7678013,,,,,,,,
1,0.8731496,,,,,,,,
1,0.8032431,,,,,,,,
1,0.4965735,,,,,,,,
1,0.6998184,,,,,,,,
1,0.7837416,,,,,,,,
1,0.743242,,,,,,,,
1,0.7213415,,,,,,,,
1,0.7422361,,,,,,,,
1,1.4303642,,,,,,,,
1,0.5944783,,,,,,,,
1,0.6087565,,,,,,,,
1,0.9902785,,,,,,,,
1,0.9784996,,,,,,,,
1,0.9284024,,,,,,,,
1,1.5730148,,,,,,,,
1,0.6691629,,,,,,,,
1,0.8389557,,,,,,,,
1,0.7734739,,,,,,,,
1,0.5393029,,,,,,,,
1,0.5279255,,,,,,,,
1,0.6197327,,,,,,,,
1,0.4740518,,,,,,,,
1,0.7041405,,,,,,,,
1,1.414858,,,,,,,,
1,1.8599296,,,,,,,,
1,0.6832847,,,,,,,,
1,0.5176453,,,,,,,,
1,0.6389429,,,,,,,,
1,0.6766533,,,,,,,,
1,0.7123857,,,,,,,,
1,0.5092949,,,,,,,,
1,0.7015362,,,,,,,,
1,0.485167,,,,,,,,
1,0.5942507,,,,,,,,
1,0.4126714,,,,,,,,
1,0.9152458,,,,,,,,
1,0.8965329,,,,,,,,
1,0.8951382,,,,,,,,
1,2.5453298,,,,,,,,
1,0.7786124,,,,,,,,
1,0.7589492,,,,,,,,
1,0.8558848,,,,,,,,
1,0.5314115,,,,,,,,
1,0.8942228,,,,,,,,
1,0.6376647,,,,,,,,
1,0.5414327,,,,,,,,
1,0.6763633,,,,,,,,
1,0.7055894,,,,,,,,
1,0.5736443,,,,,,,,
1,0.6735926,,,,,,,,
1,1.0383658,,,,,,,,
1,0.6147323,,,,,,,,
1,0.6667591,,,,,,,,
1,2.2750607,,,,,,,,
1,5.6304671,,,,,,,,
1,0.9715827,,,,,,,,
1,0.9122157,,,,,,,,
1,0.991616,,,,,,,,
1,0.6905237,,,,,,,,
1,1.0481773,,,,,,,,
1,0.8380114,,,,,,,,
1,0.682265,,,,,,,,
1,0.6624284,,,,,,,,
1,1.0530859,,,,,,,,
0,0.6798658,,,,,,,,
