trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.013628999993670732,,0.0042924999943352304,0.013628999993670732,1.0443107999963104,1.0476813999994192,,,,,,,,
