trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.01642379999975674,,0.003909799997927621,0.01642379999975674,1.0910255999988294,1.0942394000012428,,,,,,,,
