trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.01564689999941038,,0.011386300000594929,0.01564689999941038,1.0817670999967959,1.0844603000005009,,,,,,,,
