trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.014024900003278162,,0.0047741000016685575,0.014024900003278162,1.0466130999993766,1.0491141000020434,,,,,,,,
