num_distr,mouse.time,,,,,,,,,,
10,3.4997452,,,,,,,,,,
10,2.6749121,,,,,,,,,,
10,2.0989134,,,,,,,,,,
10,1.5093971,,,,,,,,,,
10,2.1856444,,,,,,,,,,
10,1.4750879,,,,,,,,,,
5,1.7971854,,,,,,,,,,
5,1.9167856,,,,,,,,,,
5,1.8071731,,,,,,,,,,
5,2.250899,,,,,,,,,,
5,1.5424862,,,,,,,,,,
5,1.4325407,,,,,,,,,,
5,2.2925707,,,,,,,,,,
10,3.5194985,,,,,,,,,,
10,3.9294086,,,,,,,,,,
5,2.7817246,,,,,,,,,,
10,6.1446534,,,,,,,,,,
10,2.7707124,,,,,,,,,,
5,2.1142663,,,,,,,,,,
5,2.1954125,,,,,,,,,,
10,2.254312,,,,,,,,,,
10,1.9624861,,,,,,,,,,
5,2.2622737,,,,,,,,,,
10,2.3582145,,,,,,,,,,
10,1.7331511,,,,,,,,,,
5,2.3405895,,,,,,,,,,
5,1.565537,,,,,,,,,,
10,1.8102905,,,,,,,,,,
10,2.7539715,,,,,,,,,,
10,1.4441274,,,,,,,,,,
10,1.6585285,,,,,,,,,,
10,2.4900323,,,,,,,,,,
10,1.902066,,,,,,,,,,
10,2.2193725,,,,,,,,,,
10,1.4199952,,,,,,,,,,
10,2.2712602,,,,,,,,,,
5,2.5328766,,,,,,,,,,
10,2.3332994,,,,,,,,,,
10,1.8247547,,,,,,,,,,
10,1.8239481,,,,,,,,,,
10,1.9093881,,,,,,,,,,
10,1.7438807,,,,,,,,,,
5,1.8823479,,,,,,,,,,
5,2.497997,,,,,,,,,,
10,1.7840077,,,,,,,,,,
10,2.6295185,,,,,,,,,,
10,2.0475025,,,,,,,,,,
10,1.8716401,,,,,,,,,,
10,2.6674923,,,,,,,,,,
10,2.1530927,,,,,,,,,,
5,2.0323009,,,,,,,,,,
5,2.0765422,,,,,,,,,,
10,2.229693,,,,,,,,,,
5,1.6178267,,,,,,,,,,
10,2.3538308,,,,,,,,,,
5,1.8148197,,,,,,,,,,
10,2.1728898,,,,,,,,,,
10,2.6047672,,,,,,,,,,
5,1.9691359,,,,,,,,,,
5,1.4312578,,,,,,,,,,
5,1.9912376,,,,,,,,,,
10,1.6140737,,,,,,,,,,
5,1.5706672,,,,,,,,,,
10,1.9030563,,,,,,,,,,
5,2.0679246,,,,,,,,,,
5,2.5256115,,,,,,,,,,
5,1.6315642,,,,,,,,,,
5,1.7633302,,,,,,,,,,
5,3.7741829,,,,,,,,,,
5,1.8108064,,,,,,,,,,
5,1.1456184,,,,,,,,,,
5,2.1485171,,,,,,,,,,
10,3.8326311,,,,,,,,,,
10,1.6270199,,,,,,,,,,
5,2.4892192,,,,,,,,,,
10,2.6127405,,,,,,,,,,
10,1.7056669,,,,,,,,,,
5,2.7719367,,,,,,,,,,
5,1.7314362,,,,,,,,,,
10,3.404117,,,,,,,,,,
10,1.6616465,,,,,,,,,,
10,1.5412919,,,,,,,,,,
10,2.596191,,,,,,,,,,
10,2.2295898,,,,,,,,,,
10,2.2446698,,,,,,,,,,
5,1.5987143,,,,,,,,,,
10,3.8642525,,,,,,,,,,
10,2.6069447,,,,,,,,,,
5,2.1144866,,,,,,,,,,
5,1.7723315,,,,,,,,,,
5,1.8062329,,,,,,,,,,
10,1.8951373,,,,,,,,,,
10,2.0894421,,,,,,,,,,
5,2.4328347,,,,,,,,,,
5,3.3775314,,,,,,,,,,
10,1.7764645,,,,,,,,,,
5,1.7671394,,,,,,,,,,
5,2.1383269,,,,,,,,,,
5,1.5301552,,,,,,,,,,
10,2.8773309,,,,,,,,,,
5,2.7152015,,,,,,,,,,
5,1.7261268,,,,,,,,,,
10,3.1517473,,,,,,,,,,
5,2.0652001,,,,,,,,,,
10,2.0925024,,,,,,,,,,
5,1.7617018,,,,,,,,,,
10,1.7631312,,,,,,,,,,
10,1.7158616,,,,,,,,,,
5,1.6520941,,,,,,,,,,
5,1.8905273,,,,,,,,,,
5,1.3787845,,,,,,,,,,
10,1.9070972,,,,,,,,,,
