num_distr,mouse.time,,,,,,,,,,
10,1.8014476,,,y1,ms,,,,,,
10,2.261993,y1,mean rt 5,7.638190955,7638,x1,5,,,y1,y2
5,2.3676208,,,,,,,,,7638,7651
5,2.1858681,,,,,,,,,,
5,1.5299708,,,,,,,,,,
5,2.4432588,,,,,,,,,,
10,2.9078587,,,,,,,,,,
10,2.7322858,,,y2,,,,,,,
10,1.6887383,y2,mean rt 10,7.651515152,7651,x2,10,,,,
10,4.0063743,,,,,,,,,,
5,2.0013177,,,,,,m slope,2.6,,,
5,2.3232374,,,,,,,,,,
5,2.8631465,,,,,,,,,,
10,2.0608414,,,,,,,,,,
5,2.5643722,,,,,,,,,,
5,3.0039973,,,,,,,,,,
5,2.091912,,,,,,,,,,
10,1.7920413,,,,,,,,,,
10,2.5735016,,,,,,,,,,
10,2.305096,,,,,,,,,,
10,2.6036485,,,,,,,,,,
5,3.0868903,,,,,,,,,,
5,3.2298468,,,,,,,,,,
5,1.9930561,,,,,,,,,,
5,2.531777,,,,,,,,,,
10,5.247614,,,,,,,,,,
5,2.3513353,,,,,,,,,,
10,4.0691638,,,,,,,,,,
5,1.766125,,,,,,,,,,
10,1.9701373,,,,,,,,,,
10,2.5578038,,,,,,,,,,
5,3.5536182,,,,,,,,,,
5,1.5662798,,,,,,,,,,
10,2.3068164,,,,,,,,,,
5,1.74998,,,,,,,,,,
5,1.6219217,,,,,,,,,,
10,2.4952503,,,,,,,,,,
5,3.1963287,,,,,,,,,,
10,1.9352758,,,,,,,,,,
10,2.6947568,,,,,,,,,,
5,1.2767516,,,,,,,,,,
5,2.027043,,,,,,,,,,
10,2.9395759,,,,,,,,,,
10,1.6432045,,,,,,,,,,
10,3.6408795,,,,,,,,,,
10,2.2942079,,,,,,,,,,
10,2.5537539,,,,,,,,,,
5,2.5703656,,,,,,,,,,
5,3.0623196,,,,,,,,,,
10,2.4959138,,,,,,,,,,
5,2.4643001,,,,,,,,,,
5,1.9221358,,,,,,,,,,
10,1.9766792,,,,,,,,,,
10,1.7922342,,,,,,,,,,
10,2.2612464,,,,,,,,,,
10,2.9086005,,,,,,,,,,
5,2.2789526,,,,,,,,,,
10,4.6816033,,,,,,,,,,
10,3.0442263,,,,,,,,,,
10,2.4248566,,,,,,,,,,
5,1.8366267,,,,,,,,,,
10,2.8015825,,,,,,,,,,
5,1.849168,,,,,,,,,,
5,1.9631488,,,,,,,,,,
10,3.0626385,,,,,,,,,,
5,2.9281305,,,,,,,,,,
10,1.6045237,,,,,,,,,,
10,2.8303567,,,,,,,,,,
10,2.5074639,,,,,,,,,,
10,2.2036148,,,,,,,,,,
10,2.670172,,,,,,,,,,
10,1.5282551,,,,,,,,,,
10,1.4603278,,,,,,,,,,
10,1.7942092,,,,,,,,,,
5,2.3314717,,,,,,,,,,
10,1.6263783,,,,,,,,,,
5,1.9660445,,,,,,,,,,
5,2.3538902,,,,,,,,,,
5,5.2054341,,,,,,,,,,
5,1.8784603,,,,,,,,,,
5,1.7711232,,,,,,,,,,
10,2.9121669,,,,,,,,,,
5,2.2625506,,,,,,,,,,
5,1.4333601,,,,,,,,,,
10,1.1288521,,,,,,,,,,
5,1.6195342,,,,,,,,,,
5,5.4807506,,,,,,,,,,
5,3.3259669,,,,,,,,,,
