num_distr,mouse.time,,,,,,,,,,,
5,26.3058682,,,,y1,ms,,,,,,
5,3.2190859,,y1,mean rt 5,2.536609252,2536,x1,5,,,y1,y2
5,2.325615,,,,,,,,,,2536,2541
10,4.0008216,,,,,,,,,,,
5,2.3455373,,,,,,,,,,,
5,2.530488,,,,,,,,,,,
5,2.1880444,,,,,,,,,,,
10,2.1517544,,,,y2,,,,,,,
5,2.4113337,,y2,mean rt 10,2.541089211,2541,x2,10,,,,
5,1.759822,,,,,,,,,,,
10,2.0516056,,,,,,,m slope,1,,,
10,2.009079,,,,,,,,,,,
5,2.7554185,,,,,,,,,,,
10,2.9600942,,,,,,,,,,,
10,2.8756824,,,,,,,,,,,
10,2.470939,,,,,,,,,,,
5,2.6544022,,,,,,,,,,,
5,3.0766427,,,,,,,,,,,
10,1.2535315,,,,,,,,,,,
10,2.6701338,,,,,,,,,,,
10,1.6034607,,,,,,,,,,,
5,1.3679118,,,,,,,,,,,
5,1.8508962,,,,,,,,,,,
10,2.7510929,,,,,,,,,,,
5,2.9230798,,,,,,,,,,,
5,2.0560003,,,,,,,,,,,
5,1.8581685,,,,,,,,,,,
10,3.0676868,,,,,,,,,,,
10,5.1353567,,,,,,,,,,,
5,1.7481677,,,,,,,,,,,
10,1.7846426,,,,,,,,,,,
10,1.7441664,,,,,,,,,,,
5,1.9712515,,,,,,,,,,,
5,1.8891623,,,,,,,,,,,
5,1.7121574,,,,,,,,,,,
10,2.3581007,,,,,,,,,,,
5,1.9586037,,,,,,,,,,,
10,2.2583276,,,,,,,,,,,
10,1.8024933,,,,,,,,,,,
5,1.7280927,,,,,,,,,,,
5,1.8446517,,,,,,,,,,,
10,2.6713661,,,,,,,,,,,
5,2.3359351,,,,,,,,,,,
5,2.0361606,,,,,,,,,,,
5,1.6892263,,,,,,,,,,,
5,3.0568471,,,,,,,,,,,
5,2.8064385,,,,,,,,,,,
10,2.0223804,,,,,,,,,,,
5,1.6048996,,,,,,,,,,,
5,1.8423453,,,,,,,,,,,
10,1.853354,,,,,,,,,,,
5,3.2205012,,,,,,,,,,,
10,2.116695,,,,,,,,,,,
10,3.118115,,,,,,,,,,,
5,1.6112115,,,,,,,,,,,
5,1.712446,,,,,,,,,,,
5,1.6725803,,,,,,,,,,,
10,3.1198752,,,,,,,,,,,
5,2.4198902,,,,,,,,,,,
5,1.4551173,,,,,,,,,,,
5,1.3456208,,,,,,,,,,,
10,1.5087868,,,,,,,,,,,
10,1.4325986,,,,,,,,,,,
10,2.0924451,,,,,,,,,,,
