num_distr,mouse.time,,,,,,,,,,,
5,2.4467717,,,,y1,ms,,,,,,
5,2.1907237,,y1,mean rt 5,2.385161135,2385,x1,5,,,y1,y2
5,3.4201962,,,,,,,,,,2385,2383
10,1.6994155,,,,,,,,,,,
5,1.9330801,,,,,,,,,,,
10,4.2678373,,,,,,,,,,,
5,1.7014642,,,,,,,,,,,
10,1.8023548,,,,y2,,,,,,,
10,2.8193438,,y2,mean rt 10,2.383484201,2383,x2,10,,,,
10,2.2911313,,,,,,,,,,,
5,2.7102389,,,,,,,m slope,-0.4,,,
10,3.1674371,,,,,,,,,,,
10,3.0620325,,,,,,,,,,,
10,3.9249047,,,,,,,,,,,
10,2.3222763,,,,,,,,,,,
5,1.3976307,,,,,,,,,,,
10,3.7288878,,,,,,,,,,,
5,1.8484076,,,,,,,,,,,
10,2.5810719,,,,,,,,,,,
5,1.5997158,,,,,,,,,,,
10,3.9162048,,,,,,,,,,,
10,1.7527599,,,,,,,,,,,
5,1.7726708,,,,,,,,,,,
5,2.3482588,,,,,,,,,,,
5,1.7968841,,,,,,,,,,,
5,1.8720158,,,,,,,,,,,
5,2.0764809,,,,,,,,,,,
5,1.5816705,,,,,,,,,,,
10,1.5721202,,,,,,,,,,,
5,1.699361,,,,,,,,,,,
5,6.6304183,,,,,,,,,,,
5,2.1190124,,,,,,,,,,,
5,2.6121305,,,,,,,,,,,
5,1.8321775,,,,,,,,,,,
10,3.1350792,,,,,,,,,,,
5,1.7294959,,,,,,,,,,,
5,1.6543233,,,,,,,,,,,
10,1.6315146,,,,,,,,,,,
5,3.2124257,,,,,,,,,,,
5,2.6918001,,,,,,,,,,,
10,2.7619843,,,,,,,,,,,
10,3.7500458,,,,,,,,,,,
5,2.2001676,,,,,,,,,,,
10,4.0678384,,,,,,,,,,,
5,1.7620486,,,,,,,,,,,
10,1.6241067,,,,,,,,,,,
5,1.7472289,,,,,,,,,,,
5,2.0819329,,,,,,,,,,,
5,1.3168695,,,,,,,,,,,
5,2.5137451,,,,,,,,,,,
5,2.3453957,,,,,,,,,,,
5,1.7411096,,,,,,,,,,,
10,1.5645215,,,,,,,,,,,
5,1.8639493,,,,,,,,,,,
5,1.556528,,,,,,,,,,,
5,2.5190025,,,,,,,,,,,
10,2.0166611,,,,,,,,,,,
10,3.0326145,,,,,,,,,,,
10,3.2516014,,,,,,,,,,,
5,1.5948956,,,,,,,,,,,
5,2.1984215,,,,,,,,,,,
10,1.9115849,,,,,,,,,,,
10,1.8917587,,,,,,,,,,,
5,1.9644271,,,,,,,,,,,
5,2.2672597,,,,,,,,,,,
10,1.7000105,,,,,,,,,,,
5,1.9655936,,,,,,,,,,,
10,2.6153641,,,,,,,,,,,
5,1.4538162,,,,,,,,,,,
5,1.4595396,,,,,,,,,,,
10,2.4778659,,,,,,,,,,,
5,4.5955832,,,,,,,,,,,
10,1.8171604,,,,,,,,,,,
10,2.7108956,,,,,,,,,,,
10,2.5674046,,,,,,,,,,,
10,2.1724687,,,,,,,,,,,
10,1.9312349,,,,,,,,,,,
5,2.0479328,,,,,,,,,,,
10,2.7887202,,,,,,,,,,,
10,3.5294698,,,,,,,,,,,
10,1.8977362,,,,,,,,,,,
5,6.1169484,,,,,,,,,,,
10,3.6922266,,,,,,,,,,,
5,3.1100265,,,,,,,,,,,
10,1.8450513,,,,,,,,,,,
10,1.671548,,,,,,,,,,,
5,1.934549,,,,,,,,,,,
10,1.8664624,,,,,,,,,,,
10,2.0123022,,,,,,,,,,,
5,1.5969849,,,,,,,,,,,
10,2.2024287,,,,,,,,,,,
10,2.3526825,,,,,,,,,,,
5,1.9664236,,,,,,,,,,,
10,1.8325627,,,,,,,,,,,
10,2.8257051,,,,,,,,,,,
10,2.2871781,,,,,,,,,,,
5,2.3574298,,,,,,,,,,,
10,1.8436885,,,,,,,,,,,
10,1.6695292,,,,,,,,,,,
5,1.5307434,,,,,,,,,,,
5,1.8787636,,,,,,,,,,,
5,1.5666102,,,,,,,,,,,
10,1.5636007,,,,,,,,,,,
5,1.5147139,,,,,,,,,,,
10,3.4248713,,,,,,,,,,,
10,4.0459062,,,,,,,,,,,
10,2.3282781,,,,,,,,,,,
10,1.7442296,,,,,,,,,,,
5,1.5143417,,,,,,,,,,,
10,1.8603238,,,,,,,,,,,
5,1.8981677,,,,,,,,,,,
10,2.0924127,,,,,,,,,,,
5,1.7284689,,,,,,,,,,,
5,1.6756428,,,,,,,,,,,
5,2.3749731,,,,,,,,,,,
10,1.5279894,,,,,,,,,,,
10,1.7450152,,,,,,,,,,,
10,1.4748681,,,,,,,,,,,
5,1.5991108,,,,,,,,,,,
5,2.7131424,,,,,,,,,,,
10,1.7635702,,,,,,,,,,,
10,1.6250347,,,,,,,,,,,
5,2.4324042,,,,,,,,,,,
10,1.9063077,,,,,,,,,,,
5,1.828394,,,,,,,,,,,
5,1.9711679,,,,,,,,,,,
5,2.7746904,,,,,,,,,,,
5,1.7253057,,,,,,,,,,,
10,2.1096785,,,,,,,,,,,
10,1.8409432,,,,,,,,,,,
10,1.6962845,,,,,,,,,,,
10,2.0042223,,,,,,,,,,,
5,1.7151571,,,,,,,,,,,
10,1.9628847,,,,,,,,,,,
5,1.6345243,,,,,,,,,,,
5,1.6301258,,,,,,,,,,,
5,2.2493037,,,,,,,,,,,
5,2.0147266,,,,,,,,,,,
10,4.3247012,,,,,,,,,,,
5,1.5878603,,,,,,,,,,,
5,1.7772787,,,,,,,,,,,
